Data;Número;Histórico;Débito;Tipo;Histórico separado
17/12/2018;914;PAGAMENTO DE DUPLICATA REF. NF Nº  394616 FOR. VALMIR CAVALCANTE  DANTAS ME ;436.5;1;394616
17/12/2018;914;DESCONTO OBTIDO CONF. NF Nº 394616  FOR. VALMIR CAVALCANTE DANTAS ME ;0.03;1;394616
24/12/2018;914;PAGAMENTO DE DUPLICATA REF. NF Nº  395586 FOR. VALMIR CAVALCANTE  DANTAS ME ;340.03;1;395586
02/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  396962 FOR. VALMIR CAVALCANTE  DANTAS ME ;401.9;1;396962
02/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 396962  FOR. VALMIR CAVALCANTE DANTAS ME ;0.04;1;396962
02/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  397685 FOR. VALMIR CAVALCANTE  DANTAS ME ;218.2;1;397685
02/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 397685  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;397685
07/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  398324 FOR. VALMIR CAVALCANTE  DANTAS ME ;433.8;1;398324
07/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 398324  FOR. VALMIR CAVALCANTE DANTAS ME ;0.04;1;398324
08/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  399068 FOR. VALMIR CAVALCANTE  DANTAS ME ;401.9;1;399068
08/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 399068  FOR. VALMIR CAVALCANTE DANTAS ME ;0.04;1;399068
14/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  399742 FOR. VALMIR CAVALCANTE  DANTAS ME ;317.3;1;399742
14/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 399742  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;399742
21/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  401248 FOR. VALMIR CAVALCANTE  DANTAS ME ;511.0;1;401248
21/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 401248  FOR. VALMIR CAVALCANTE DANTAS ME ;0.03;1;401248
22/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  402021 FOR. VALMIR CAVALCANTE  DANTAS ME ;204.5;1;402021
22/01/2019;914;DESCONTO OBTIDO CONF. NF Nº 402021  FOR. VALMIR CAVALCANTE DANTAS ME ;0.01;1;402021
31/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  403535 FOR. VALMIR CAVALCANTE  DANTAS ME ;218.22;1;403535
31/01/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  402615 FOR. VALMIR CAVALCANTE  DANTAS ME ;475.13;1;402615
05/02/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  404564 FOR. VALMIR CAVALCANTE  DANTAS ME ;351.14;1;404564
11/02/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  405427 FOR. VALMIR CAVALCANTE  DANTAS ME ;437.21;1;405427
12/02/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  406055 FOR. VALMIR CAVALCANTE  DANTAS ME ;255.0;1;406055
12/02/2019;914;DESCONTO OBTIDO CONF. NF Nº 406055  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;406055
19/02/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  408257 FOR. VALMIR CAVALCANTE  DANTAS ME ;553.16;1;408257
22/02/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  409104 FOR. VALMIR CAVALCANTE  DANTAS ME ;127.5;1;409104
22/02/2019;914;DESCONTO OBTIDO CONF. NF Nº 409104  FOR. VALMIR CAVALCANTE DANTAS ME ;0.01;1;409104
06/03/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  409763 FOR. VALMIR CAVALCANTE  DANTAS ME ;563.9;1;409763
06/03/2019;914;DESCONTO OBTIDO CONF. NF Nº 409763  FOR. VALMIR CAVALCANTE DANTAS ME ;0.05;1;409763
06/03/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  410363 FOR. VALMIR CAVALCANTE  DANTAS ME ;287.5;1;410363
06/03/2019;914;DESCONTO OBTIDO CONF. NF Nº 410363  FOR. VALMIR CAVALCANTE DANTAS ME ;0.01;1;410363
11/03/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  411043 FOR. VALMIR CAVALCANTE  DANTAS ME ;255.0;1;411043
11/03/2019;914;DESCONTO OBTIDO CONF. NF Nº 411043  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;411043
19/03/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  413142 FOR. VALMIR CAVALCANTE  DANTAS ME ;494.0;1;413142
19/03/2019;914;DESCONTO OBTIDO CONF. NF Nº 413142  FOR. VALMIR CAVALCANTE DANTAS ME ;0.01;1;413142
26/03/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  414505 FOR. VALMIR CAVALCANTE  DANTAS ME ;504.74;1;414505
01/04/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  415785 FOR. VALMIR CAVALCANTE  DANTAS ME ;539.5;1;415785
01/04/2019;914;DESCONTO OBTIDO CONF. NF Nº 415785  FOR. VALMIR CAVALCANTE DANTAS ME ;0.05;1;415785
09/04/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  416543 FOR. VALMIR CAVALCANTE  DANTAS ME ;523.2;1;416543
09/04/2019;914;DESCONTO OBTIDO CONF. NF Nº 416543  FOR. VALMIR CAVALCANTE DANTAS ME ;0.05;1;416543
12/04/2019;914;PAGAMENTO À VISTA CONF NF Nº 423585  FOR. VALMIR CAVALCANTE DANTAS ME ;0.04;2;423585
15/04/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  418062 FOR. VALMIR CAVALCANTE  DANTAS ME ;237.9;1;418062
15/04/2019;914;DESCONTO OBTIDO CONF. NF Nº 418062  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;418062
22/04/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  419674 FOR. VALMIR CAVALCANTE  DANTAS ME ;368.84;1;419674
29/04/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  421030 FOR. VALMIR CAVALCANTE  DANTAS ME ;507.3;1;421030
29/04/2019;914;DESCONTO OBTIDO CONF. NF Nº 421030  FOR. VALMIR CAVALCANTE DANTAS ME ;0.03;1;421030
06/05/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  422311 FOR. VALMIR CAVALCANTE  DANTAS ME ;411.4;1;422311
14/05/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  423585 FOR. VALMIR CAVALCANTE  DANTAS ME ;326.3;1;423585
20/05/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  424816 FOR. VALMIR CAVALCANTE  DANTAS ME ;354.33;1;424816
26/05/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  426075 FOR. VALMIR CAVALCANTE  DANTAS ME ;0.04;1;426075
28/05/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  426075 FOR. VALMIR CAVALCANTE  DANTAS ME ;425.0;1;426075
03/06/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  427192 FOR. VALMIR CAVALCANTE  DANTAS ME ;272.3;1;427192
10/06/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  427968 FOR. VALMIR CAVALCANTE  DANTAS ME ;301.2;1;427968
18/06/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  429793 FOR. VALMIR CAVALCANTE  DANTAS ME ;604.44;1;429793
25/06/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  431013 FOR. VALMIR CAVALCANTE  DANTAS ME ;212.5;1;431013
02/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  432234 FOR. VALMIR CAVALCANTE  DANTAS ME ;434.0;1;432234
08/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  433023 FOR. VALMIR CAVALCANTE  DANTAS ME ;260.7;1;433023
09/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  433496 FOR. VALMIR CAVALCANTE  DANTAS ME ;133.21;1;433496
16/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  434788 FOR. VALMIR CAVALCANTE  DANTAS ME ;625.71;1;434788
22/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  435936 FOR. VALMIR CAVALCANTE  DANTAS ME ;127.5;1;435936
29/07/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  437025 FOR. VALMIR CAVALCANTE  DANTAS ME ;399.6;1;437025
06/08/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  438290 FOR. VALMIR CAVALCANTE  DANTAS ME ;340.03;1;438290
12/08/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  439372 FOR. VALMIR CAVALCANTE  DANTAS ME ;506.64;1;439372
13/08/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  440002 FOR. VALMIR CAVALCANTE  DANTAS ME ;133.21;1;440002
20/08/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  441299 FOR. VALMIR CAVALCANTE  DANTAS ME ;388.2;1;441299
20/08/2019;914;DESCONTO OBTIDO CONF. NF Nº 441299  FOR. VALMIR CAVALCANTE DANTAS ME ;0.04;1;441299
27/08/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  442762 FOR. VALMIR CAVALCANTE  DANTAS ME ;335.84;1;442762
02/09/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  443596 FOR. VALMIR CAVALCANTE  DANTAS ME ;404.13;1;443596
10/09/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  444681 FOR. VALMIR CAVALCANTE  DANTAS ME ;368.82;1;444681
16/09/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  446089 FOR. VALMIR CAVALCANTE  DANTAS ME ;303.2;1;446089
24/09/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  447943 FOR. VALMIR CAVALCANTE  DANTAS ME ;387.62;1;447943
30/09/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  448634 FOR. VALMIR CAVALCANTE  DANTAS ME ;311.2;1;448634
30/09/2019;914;DESCONTO OBTIDO CONF. NF Nº 448634  FOR. VALMIR CAVALCANTE DANTAS ME ;0.02;1;448634
01/10/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  449133 FOR. VALMIR CAVALCANTE  DANTAS ME ;127.5;1;449133
07/10/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  450381 FOR. VALMIR CAVALCANTE  DANTAS ME ;564.73;1;450381
14/10/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  451483 FOR. VALMIR CAVALCANTE  DANTAS ME ;425.0;1;451483
21/10/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  452825 FOR. VALMIR CAVALCANTE  DANTAS ME ;192.8;1;452825
28/10/2019;914;PAGAMENTO DE DUPLICATA REF. NF Nº  454508 FOR. VALMIR CAVALCANTE  DANTAS ME ;448.73;1;454508
04/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  117209 FOR. TRES CORACOES ALIMENTOS  SA ;374.83;1;117209
05/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  116416 FOR. TRES CORACOES ALIMENTOS  SA ;66.94;1;116416
11/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  117209 FOR. TRES CORACOES ALIMENTOS  SA ;251.79;1;117209
15/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118942 FOR. TRES CORACOES ALIMENTOS  SA ;138.19;1;118942
15/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118946 FOR. TRES CORACOES ALIMENTOS  SA ;3062.1;1;118946
19/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118942 FOR. TRES CORACOES ALIMENTOS  SA ;138.19;1;118942
19/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  119758 FOR. TRES CORACOES ALIMENTOS  SA ;2533.31;1;119758
19/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118946 FOR. TRES CORACOES ALIMENTOS  SA ;3062.11;1;118946
19/10/2018;916;DESCONTO OBTIDO CONF. NF Nº 118946  FOR. TRES CORACOES ALIMENTOS SA ;0.01;1;118946
26/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118946 FOR. TRES CORACOES ALIMENTOS  SA ;3062.2;1;118946
26/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  118942 FOR. TRES CORACOES ALIMENTOS  SA ;138.18;1;118942
26/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  119758 FOR. TRES CORACOES ALIMENTOS  SA ;2533.31;1;119758
26/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120374 FOR. TRES CORACOES ALIMENTOS  SA ;7849.92;1;120374
26/10/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120375 FOR. TRES CORACOES ALIMENTOS  SA ;1571.52;1;120375
01/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  119758 FOR. TRES CORACOES ALIMENTOS  SA ;2533.38;1;119758
01/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120374 FOR. TRES CORACOES ALIMENTOS  SA ;7849.92;1;120374
01/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120375 FOR. TRES CORACOES ALIMENTOS  SA ;1571.52;1;120375
09/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120374 FOR. TRES CORACOES ALIMENTOS  SA ;7850.16;1;120374
09/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  120375 FOR. TRES CORACOES ALIMENTOS  SA ;1571.58;1;120375
09/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122164 FOR. TRES CORACOES ALIMENTOS  SA ;5130.02;1;122164
13/11/2018;916;PAGAMENTO À VISTA CONF NF Nº 124651  FOR. TRES CORACOES ALIMENTOS SA ;315.13;2;124651
16/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122164 FOR. TRES CORACOES ALIMENTOS  SA ;5130.02;1;122164
16/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122700 FOR. TRES CORACOES ALIMENTOS  SA ;69.17;1;122700
22/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  123776 FOR. TRES CORACOES ALIMENTOS  SA ;330.2;1;123776
23/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122700 FOR. TRES CORACOES ALIMENTOS  SA ;69.17;1;122700
23/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122164 FOR. TRES CORACOES ALIMENTOS  SA ;5130.16;1;122164
29/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  123776 FOR. TRES CORACOES ALIMENTOS  SA ;330.2;1;123776
30/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124655 FOR. TRES CORACOES ALIMENTOS  SA ;8386.25;1;124655
30/11/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  122700 FOR. TRES CORACOES ALIMENTOS  SA ;69.16;1;122700
06/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  123776 FOR. TRES CORACOES ALIMENTOS  SA ;330.2;1;123776
07/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124655 FOR. TRES CORACOES ALIMENTOS  SA ;8386.25;1;124655
10/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124654 FOR. TRES CORACOES ALIMENTOS  SA ;2125.0;1;124654
14/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124655 FOR. TRES CORACOES ALIMENTOS  SA ;8386.5;1;124655
21/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127273 FOR. TRES CORACOES ALIMENTOS  SA ;476.98;1;127273
28/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127273 FOR. TRES CORACOES ALIMENTOS  SA ;476.98;1;127273
28/12/2018;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127929 FOR. TRES CORACOES ALIMENTOS  SA ;68.65;1;127929
03/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124650 FOR. TRES CORACOES ALIMENTOS  SA ;25350.0;1;124650
04/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128514 FOR. TRES CORACOES ALIMENTOS  SA ;208.83;1;128514
04/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127273 FOR. TRES CORACOES ALIMENTOS  SA ;477.0;1;127273
04/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127929 FOR. TRES CORACOES ALIMENTOS  SA ;68.65;1;127929
04/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128491 FOR. TRES CORACOES ALIMENTOS  SA ;301.4;1;128491
08/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  124654 FOR. TRES CORACOES ALIMENTOS  SA ;2125.0;1;124654
11/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129451 FOR. TRES CORACOES ALIMENTOS  SA ;6177.22;1;129451
11/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129636 FOR. TRES CORACOES ALIMENTOS  SA ;354.41;1;129636
11/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128514 FOR. TRES CORACOES ALIMENTOS  SA ;208.83;1;128514
11/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128491 FOR. TRES CORACOES ALIMENTOS  SA ;301.4;1;128491
11/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  127929 FOR. TRES CORACOES ALIMENTOS  SA ;68.66;1;127929
18/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129451 FOR. TRES CORACOES ALIMENTOS  SA ;6177.22;1;129451
18/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129636 FOR. TRES CORACOES ALIMENTOS  SA ;354.41;1;129636
18/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128491 FOR. TRES CORACOES ALIMENTOS  SA ;301.4;1;128491
18/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  128514 FOR. TRES CORACOES ALIMENTOS  SA ;208.84;1;128514
25/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129451 FOR. TRES CORACOES ALIMENTOS  SA ;6177.4;1;129451
25/01/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  129636 FOR. TRES CORACOES ALIMENTOS  SA ;354.43;1;129636
01/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  131233 FOR. TRES CORACOES ALIMENTOS  SA ;233.02;1;131233
08/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  131233 FOR. TRES CORACOES ALIMENTOS  SA ;233.02;1;131233
15/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  131233 FOR. TRES CORACOES ALIMENTOS  SA ;233.04;1;131233
15/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  132678 FOR. TRES CORACOES ALIMENTOS  SA ;153.57;1;132678
15/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  133156 FOR. TRES CORACOES ALIMENTOS  SA ;5955.44;1;133156
22/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  132678 FOR. TRES CORACOES ALIMENTOS  SA ;153.57;1;132678
22/02/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  133156 FOR. TRES CORACOES ALIMENTOS  SA ;5955.44;1;133156
01/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  132678 FOR. TRES CORACOES ALIMENTOS  SA ;153.56;1;132678
01/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134403 FOR. TRES CORACOES ALIMENTOS  SA ;729.49;1;134403
01/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  133156 FOR. TRES CORACOES ALIMENTOS  SA ;5955.62;1;133156
08/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134403 FOR. TRES CORACOES ALIMENTOS  SA ;729.49;1;134403
08/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134961 FOR. TRES CORACOES ALIMENTOS  SA ;75.85;1;134961
15/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134403 FOR. TRES CORACOES ALIMENTOS  SA ;729.5;1;134403
15/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134961 FOR. TRES CORACOES ALIMENTOS  SA ;75.85;1;134961
15/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  135781 FOR. TRES CORACOES ALIMENTOS  SA ;7415.99;1;135781
15/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  136046 FOR. TRES CORACOES ALIMENTOS  SA ;204.0;1;136046
18/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  135105 FOR. TRES CORACOES ALIMENTOS  SA ;2850.0;1;135105
22/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  134961 FOR. TRES CORACOES ALIMENTOS  SA ;75.86;1;134961
22/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  136046 FOR. TRES CORACOES ALIMENTOS  SA ;204.0;1;136046
22/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  135781 FOR. TRES CORACOES ALIMENTOS  SA ;7415.99;1;135781
29/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  135781 FOR. TRES CORACOES ALIMENTOS  SA ;7416.2;1;135781
29/03/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  136046 FOR. TRES CORACOES ALIMENTOS  SA ;204.0;1;136046
01/04/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  137239 FOR. TRES CORACOES ALIMENTOS  SA ;393.23;1;137239
08/04/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  137239 FOR. TRES CORACOES ALIMENTOS  SA ;393.23;1;137239
12/04/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  138735 FOR. TRES CORACOES ALIMENTOS  SA ;2697.31;1;138735
15/04/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  137239 FOR. TRES CORACOES ALIMENTOS  SA ;393.24;1;137239
16/04/2019;916;PAGAMENTO DE DUPLICATA REF. NF Nº  135105 FOR. TRES CORACOES ALIMENTOS  SA ;2850.0;1;135105
